0.02510484	56.8	0.002	7.536577473	3	284	2.5512
0.026085831	52.4	0.002	7.238784428	3.1	262	2.65096
0.027066744	35.2	0.002	5.93295879	3.2	176	2.75072
0.028047574	28.4	0.002	5.329165038	3.3	142	2.85048
0.029028319	17.8	0.002	4.219004622	3.4	89	2.95024
0.030008976	12.2	0.002	3.492849839	3.5	61	3.05
0.030989543	7.4	0.002	2.720294102	3.6	37	3.14976
0.031970015	4.6	0.002	2.144761059	3.7	23	3.24952
0.03295039	5	0.002	2.236067977	3.8	25	3.34928
0.033930666	4.6	0.002	2.144761059	3.9	23	3.44904
0.034910838	4	0.002	2	4	20	3.5488
0.035890905	4	0.002	2	4.1	20	3.64856
0.036870863	2.8	0.002	1.673320053	4.2	14	3.74832
0.037850709	3.2	0.002	1.788854382	4.3	16	3.84808
0.038830441	3	0.002	1.732050808	4.4	15	3.94784
0.039810054	2.6	0.002	1.61245155	4.5	13	4.0476
0.040789547	2.4	0.002	1.549193338	4.6	12	4.14736
0.041768917	2.4	0.002	1.549193338	4.7	12	4.24712
0.042748159	2.8	0.002	1.673320053	4.8	14	4.34688
0.043727273	3.6	0.002	1.897366596	4.9	18	4.44664
0.044706253	4	0.002	2	5	20	4.5464
0.045685098	4	0.002	2	5.1	20	4.64616
0.046663805	4.8	0.002	2.19089023	5.2	24	4.74592
0.04764237	4.6	0.002	2.144761059	5.3	23	4.84568
0.04862079	5.8	0.002	2.408318916	5.4	29	4.94544
0.049599064	7	0.002	2.645751311	5.5	35	5.0452
0.050577187	7.2	0.002	2.683281573	5.6	36	5.14496
0.051555156	8.8	0.002	2.966479395	5.7	44	5.24472
0.05253297	9	0.002	3	5.8	45	5.34448
0.053510624	10.4	0.002	3.224903099	5.9	52	5.44424
0.054488115	11.6	0.002	3.405877273	6	58	5.544
0.055465442	12.8	0.002	3.577708764	6.1	64	5.64376
0.0564426	13.4	0.002	3.660601044	6.2	67	5.74352
0.057419588	14	0.002	3.741657387	6.3	70	5.84328
0.058396401	15.6	0.002	3.949683532	6.4	78	5.94304
0.059373037	17	0.002	4.123105626	6.5	85	6.0428
0.060349494	18.6	0.002	4.312771731	6.6	93	6.14256
0.061325767	17	0.002	4.123105626	6.7	85	6.24232
0.062301854	20	0.002	4.472135955	6.8	100	6.34208
0.063277753	24.4	0.002	4.939635614	6.9	122	6.44184
0.06425346	23	0.002	4.795831523	7	115	6.5416
0.065228971	28	0.002	5.291502622	7.1	140	6.64136
0.066204286	34	0.002	5.830951895	7.2	170	6.74112
0.067179399	39.2	0.002	6.260990337	7.3	196	6.84088
0.068154309	45	0.002	6.708203932	7.4	225	6.94064
0.069129012	42.2	0.002	6.496152708	7.5	211	7.0404
0.070103506	48.8	0.002	6.985699679	7.6	244	7.14016
0.071077787	65	0.002	8.062257748	7.7	325	7.23992
0.072051852	46.4	0.002	6.811754546	7.8	232	7.33968
0.0730257	24	0.002	4.898979486	7.9	120	7.43944
0.073999325	24	0.002	4.898979486	8	120	7.5392
0.074972727	23.2	0.002	4.816637832	8.1	116	7.63896
0.075945901	25	0.002	5	8.2	125	7.73872
0.076918845	25.6	0.002	5.059644256	8.3	128	7.83848
0.077891556	23.8	0.002	4.878524367	8.4	119	7.93824
0.07886403	27	0.002	5.196152423	8.5	135	8.038
0.079836266	24.6	0.002	4.959838707	8.6	123	8.13776
0.080808259	28	0.002	5.291502622	8.7	140	8.23752
0.081780008	27.2	0.002	5.215361924	8.8	136	8.33728
0.082751509	26	0.002	5.099019514	8.9	130	8.43704
